CUST_CODE,BASKET_DOMINANT_MISSION
CUST0000644562,Mixed
CUST0000417479,Mixed
CUST0000446505,Grocery
CUST0000239360,Nonfood
CUST0000026353,Mixed
CUST0000653262,Mixed
CUST0000930062,Mixed
CUST0000753320,Mixed
CUST0000888211,Grocery
CUST0000239360,Nonfood
CUST0000417479,Mixed
CUST0000417479,Fresh
CUST0000208832,Mixed
CUST0000379336,Fresh
CUST0000653262,Mixed
CUST0000702531,Grocery
CUST0000923669,Mixed
CUST0000126123,Fresh
CUST0000446505,Fresh
CUST0000169010,Nonfood
CUST0000678601,Fresh
CUST0000056025,Mixed
CUST0000709082,Mixed
CUST0000208832,Mixed
CUST0000653262,Mixed
CUST0000446505,Mixed
CUST0000784520,Grocery
CUST0000417479,Mixed
CUST0000644562,Mixed
CUST0000653262,Mixed
CUST0000406271,Mixed
CUST0000387597,Fresh
CUST0000446505,Grocery
CUST0000939587,Mixed
CUST0000406271,Fresh
CUST0000379336,Fresh
CUST0000939587,Mixed
CUST0000653262,Mixed
CUST0000784520,Mixed
CUST0000888211,Grocery
CUST0000446505,Grocery
CUST0000849223,Mixed
CUST0000417479,Fresh
CUST0000026353,Mixed
CUST0000664398,Grocery
CUST0000227510,Mixed
CUST0000227510,Grocery
CUST0000028555,Fresh
CUST0000607180,Mixed
CUST0000832164,Grocery
CUST0000017629,Mixed
CUST0000659998,Grocery
CUST0000712201,Mixed
CUST0000659998,Grocery
CUST0000659998,Mixed
CUST0000712201,Mixed
CUST0000659998,Mixed
CUST0000915945,Fresh
CUST0000659998,Mixed
CUST0000011075,Grocery
CUST0000625441,Mixed
CUST0000287431,Mixed
CUST0000659998,Mixed
CUST0000659998,Mixed
CUST0000406271,Nonfood
CUST0000065191,Mixed
CUST0000296108,Fresh
CUST0000695334,Mixed
CUST0000362967,Mixed
CUST0000296108,Fresh
CUST0000406271,Fresh
CUST0000363160,Fresh
CUST0000363160,Grocery
CUST0000040677,Fresh
CUST0000406271,Fresh
CUST0000065191,Mixed
CUST0000410227,Mixed
CUST0000695334,Mixed
CUST0000410227,Fresh
CUST0000695334,Mixed
CUST0000410227,Mixed
CUST0000296108,Mixed
CUST0000410227,Fresh
CUST0000695334,Nonfood
CUST0000363160,Mixed
CUST0000296108,Mixed
CUST0000296108,Mixed
CUST0000406271,Mixed
CUST0000961050,Fresh
CUST0000293073,Fresh
CUST0000769635,Fresh
CUST0000387597,Mixed
CUST0000760282,Mixed
CUST0000918353,Mixed
CUST0000760282,Mixed
CUST0000387597,Mixed
CUST0000961050,Mixed
CUST0000918353,Fresh
CUST0000089819,Mixed
CUST0000089819,Fresh
CUST0000961050,Fresh
CUST0000961050,Mixed
CUST0000601252,Fresh
CUST0000370270,Fresh
CUST0000754405,Fresh
CUST0000089819,Fresh
CUST0000918353,Mixed
CUST0000089819,Fresh
CUST0000961050,Mixed
CUST0000961050,Mixed
CUST0000918353,Fresh
CUST0000446418,Fresh
CUST0000961050,Mixed
CUST0000200083,Fresh
CUST0000340397,Mixed
CUST0000961050,Fresh
CUST0000363160,Fresh
CUST0000760282,Fresh
CUST0000918353,Fresh
CUST0000601252,Fresh
CUST0000961050,Fresh
CUST0000664398,Fresh
CUST0000270726,Fresh
CUST0000372199,Mixed
CUST0000158306,Mixed
CUST0000918353,Mixed
CUST0000089819,Fresh
CUST0000944437,Fresh
CUST0000231556,Fresh
CUST0000961050,Grocery
CUST0000089819,Fresh
CUST0000918353,Mixed
CUST0000961050,Grocery
CUST0000089819,Fresh
CUST0000918353,Mixed
CUST0000918353,Fresh
CUST0000363160,Fresh
CUST0000944437,Fresh
CUST0000089819,Fresh
CUST0000918353,Fresh
CUST0000107974,Fresh
CUST0000270726,Fresh
CUST0000493525,Fresh
CUST0000009859,Fresh
CUST0000835544,Fresh
CUST0000456748,Fresh
CUST0000446418,Fresh
CUST0000089819,Fresh
CUST0000009859,Fresh
CUST0000009859,Fresh
CUST0000923406,Fresh
CUST0000028555,Fresh
CUST0000089819,Fresh
CUST0000040677,Mixed
CUST0000923406,Fresh
CUST0000961050,Fresh
CUST0000089819,Fresh
CUST0000918353,Fresh
CUST0000769635,Fresh
CUST0000089819,Fresh
CUST0000130313,Mixed
CUST0000040677,Mixed
CUST0000970554,Mixed
CUST0000961050,Mixed
CUST0000914541,Fresh
CUST0000944437,Mixed
CUST0000625447,Fresh
CUST0000961050,Mixed
CUST0000349451,Fresh
CUST0000578990,Mixed
CUST0000578990,Fresh
CUST0000020366,Grocery
CUST0000578990,Fresh
CUST0000578990,Mixed
CUST0000190838,Mixed
CUST0000578990,Fresh
CUST0000311218,Mixed
CUST0000243105,Fresh
CUST0000020366,Grocery
CUST0000458224,Mixed
CUST0000415301,Mixed
CUST0000888170,Grocery
CUST0000020366,Grocery
CUST0000020366,Grocery
CUST0000578990,Fresh
CUST0000769635,Fresh
CUST0000243105,Fresh
CUST0000578990,Mixed
CUST0000104537,Fresh
CUST0000109131,Mixed
CUST0000577401,Mixed
CUST0000705199,Mixed
CUST0000446418,Mixed
CUST0000325300,Fresh
CUST0000700644,Fresh
CUST0000700644,Fresh
CUST0000762781,Grocery
CUST0000009859,Mixed
CUST0000907454,Mixed
CUST0000338934,Mixed
CUST0000972125,Mixed
CUST0000972125,Mixed
CUST0000338934,Mixed
CUST0000009859,Mixed
CUST0000486244,Fresh
CUST0000202792,Fresh
CUST0000009859,Mixed
CUST0000009859,Fresh
CUST0000124549,Fresh
CUST0000762781,Grocery
CUST0000125683,Mixed
CUST0000009859,Fresh
CUST0000962899,Mixed
CUST0000486244,Grocery
CUST0000486244,Mixed
CUST0000009859,Fresh
CUST0000762781,Mixed
CUST0000370053,Mixed
CUST0000762781,Mixed
CUST0000115504,Grocery
CUST0000202792,Fresh
CUST0000962899,Mixed
CUST0000778654,Fresh
CUST0000276637,Mixed
CUST0000206355,Mixed
CUST0000096275,Fresh
CUST0000653262,Fresh
CUST0000018686,Grocery
CUST0000128739,Mixed
CUST0000096275,Fresh
CUST0000206355,Fresh
CUST0000484093,Fresh
CUST0000206355,Mixed
CUST0000653262,Mixed
CUST0000435008,Mixed
CUST0000778654,Fresh
CUST0000179403,Grocery
CUST0000486244,Mixed
CUST0000301763,Fresh
CUST0000415301,Fresh
CUST0000435008,Mixed
CUST0000760282,Grocery
CUST0000599230,Fresh
CUST0000236180,Fresh
CUST0000778654,Mixed
CUST0000123240,Grocery
CUST0000022672,Mixed
CUST0000470575,Grocery
CUST0000091579,Fresh
CUST0000174352,Fresh
CUST0000848634,Fresh
CUST0000435008,Mixed
CUST0000236180,Fresh
CUST0000249396,Grocery
CUST0000778654,Fresh
CUST0000417479,Grocery
CUST0000316509,Mixed
CUST0000820635,Mixed
CUST0000022672,Mixed
CUST0000848634,Mixed
CUST0000417479,Grocery
CUST0000429989,Mixed
CUST0000236180,Fresh
CUST0000429989,Fresh
CUST0000760282,Fresh
CUST0000778654,Mixed
CUST0000848634,Fresh
CUST0000662705,Grocery
CUST0000778654,Mixed
CUST0000123053,Grocery
CUST0000778654,Mixed
CUST0000390986,Fresh
CUST0000543933,Fresh
CUST0000940886,Mixed
CUST0000316509,Fresh
CUST0000543933,Mixed
CUST0000417479,Grocery
CUST0000848634,Fresh
CUST0000316509,Mixed
CUST0000778654,Mixed
CUST0000778654,Fresh
CUST0000435008,Mixed
CUST0000406271,Fresh
CUST0000543933,Fresh
CUST0000417479,Grocery
CUST0000316509,Fresh
CUST0000848634,Mixed
CUST0000760282,Fresh
CUST0000316509,Mixed
CUST0000179403,Grocery
CUST0000486244,Mixed
CUST0000828437,Fresh
CUST0000476236,Mixed
CUST0000848634,Grocery
CUST0000243884,Grocery
CUST0000760282,Fresh
CUST0000778654,Mixed
CUST0000486244,Mixed
CUST0000415301,Fresh
CUST0000174352,Fresh
CUST0000417479,Mixed
CUST0000778654,Fresh
CUST0000778654,Grocery
CUST0000206355,Mixed
CUST0000174352,Grocery
CUST0000356281,Grocery
CUST0000316509,Mixed
CUST0000848634,Grocery
CUST0000848634,Mixed
CUST0000848634,Mixed
CUST0000778654,Grocery
CUST0000747393,Mixed
CUST0000848634,Grocery
CUST0000228468,Grocery
CUST0000778654,Mixed
CUST0000179403,Fresh
CUST0000587700,Fresh
CUST0000089691,Mixed
CUST0000316509,Fresh
CUST0000848634,Mixed
CUST0000123240,Fresh
CUST0000417479,Grocery
CUST0000848634,Fresh
CUST0000179403,Fresh
CUST0000091579,Fresh
CUST0000778654,Grocery
CUST0000848634,Fresh
CUST0000784520,Mixed
CUST0000543933,Fresh
CUST0000760282,Fresh
CUST0000760282,Grocery
CUST0000778654,Mixed
CUST0000279355,Grocery
CUST0000778654,Mixed
CUST0000429989,Grocery
CUST0000429989,Fresh
CUST0000236180,Mixed
CUST0000018686,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000662705,Mixed
CUST0000662705,Mixed
CUST0000759998,Fresh
CUST0000759998,Grocery
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000759998,Fresh
CUST0000923669,Fresh
CUST0000759998,Mixed
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000188698,Mixed
CUST0000759998,Mixed
CUST0000759998,Grocery
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000778654,Mixed
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000662705,Grocery
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000188698,Mixed
CUST0000759998,Mixed
CUST0000188698,Mixed
CUST0000759998,Mixed
CUST0000662705,Mixed
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000759998,Mixed
CUST0000759998,Mixed
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000188698,Mixed
CUST0000188698,Mixed
CUST0000759998,Fresh
CUST0000778654,Mixed
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000142483,Grocery
CUST0000759998,Mixed
CUST0000759998,Mixed
CUST0000759998,Fresh
CUST0000188698,Mixed
CUST0000188698,Mixed
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000759998,Fresh
CUST0000778654,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Fresh
CUST0000759998,Mixed
CUST0000759998,Fresh
CUST0000219191,Mixed
CUST0000923406,Mixed
CUST0000041700,Mixed
CUST0000756714,Mixed
CUST0000219191,Mixed
CUST0000219191,Mixed
CUST0000563011,Fresh
CUST0000219191,Fresh
CUST0000219191,Fresh
CUST0000409759,Mixed
CUST0000219191,Mixed
CUST0000219191,Fresh
CUST0000219191,Mixed
CUST0000219191,Fresh
CUST0000563125,Fresh
CUST0000563125,Fresh
CUST0000563125,Fresh
CUST0000695334,Fresh
CUST0000563125,Fresh
CUST0000563125,Fresh
CUST0000563125,Fresh
CUST0000735368,Mixed
CUST0000563125,Fresh
CUST0000563125,Fresh
CUST0000558077,Fresh
CUST0000563125,Fresh
CUST0000705709,Grocery
CUST0000235926,Mixed
CUST0000857304,Fresh
CUST0000563125,Fresh
CUST0000803466,Fresh
CUST0000563125,Fresh
CUST0000187698,Fresh
CUST0000563125,Fresh
CUST0000857304,Fresh
CUST0000563125,Fresh
CUST0000563125,Fresh
CUST0000579691,Mixed
CUST0000563125,Fresh
CUST0000563125,Fresh
CUST0000695334,Fresh
CUST0000558077,Mixed
CUST0000563125,Fresh
CUST0000735368,Mixed
CUST0000563125,Fresh
CUST0000925643,Grocery
CUST0000563125,Fresh
CUST0000563125,Fresh
CUST0000981702,Mixed
CUST0000563125,Fresh
CUST0000563125,Fresh
CUST0000627558,Mixed
CUST0000563125,Fresh
CUST0000925643,Mixed
CUST0000563125,Fresh
CUST0000563125,Fresh
CUST0000563125,Fresh
CUST0000778654,Mixed
CUST0000476236,Mixed
CUST0000563125,Fresh
CUST0000156703,Fresh
CUST0000156703,Fresh
CUST0000156703,Fresh
CUST0000860569,Fresh
CUST0000156703,Fresh
CUST0000543233,Grocery
CUST0000159895,Fresh
CUST0000395929,Fresh
CUST0000350383,Fresh
CUST0000543233,Grocery
CUST0000619131,Fresh
CUST0000208832,Mixed
CUST0000363160,Fresh
CUST0000318273,Grocery
CUST0000324851,Mixed
CUST0000156703,Fresh
CUST0000324851,Fresh
CUST0000803466,Grocery
CUST0000156703,Mixed
CUST0000435008,Mixed
CUST0000124549,Mixed
CUST0000972125,Fresh
CUST0000125353,Fresh
CUST0000156703,Grocery
CUST0000400261,Fresh
CUST0000456748,Fresh
CUST0000456748,Fresh
CUST0000156703,Fresh
CUST0000235926,Fresh
CUST0000619131,Mixed
CUST0000493525,Mixed
CUST0000619131,Fresh
CUST0000972125,Fresh
CUST0000435008,Mixed
CUST0000435008,Mixed
CUST0000619131,Grocery
CUST0000783207,Mixed
CUST0000174717,Fresh
CUST0000967183,Mixed
CUST0000699773,Mixed
CUST0000944437,Fresh
CUST0000783207,Mixed
CUST0000041050,Mixed
CUST0000783207,Grocery
CUST0000310624,Fresh
CUST0000123240,Fresh
CUST0000126123,Fresh
CUST0000900313,Fresh
CUST0000123240,Fresh
CUST0000485771,Fresh
CUST0000123240,Grocery
CUST0000456748,Fresh
CUST0000659998,Mixed
CUST0000313862,Grocery
CUST0000188698,Mixed
CUST0000313862,Grocery
CUST0000078146,Grocery
CUST0000370270,Fresh
CUST0000872951,Fresh
CUST0000712201,Mixed
CUST0000078146,Grocery
CUST0000493525,Fresh
CUST0000349407,Grocery
CUST0000872951,Mixed
CUST0000246581,Fresh
CUST0000078146,Grocery
CUST0000246581,Mixed
CUST0000852587,Fresh
CUST0000558077,Grocery
CUST0000558077,Grocery
CUST0000144308,Grocery
CUST0000048428,Mixed
CUST0000778654,Mixed
CUST0000778654,Mixed
CUST0000165133,Grocery
CUST0000747393,Fresh
CUST0000536900,Fresh
CUST0000099665,Mixed
CUST0000504972,Fresh
CUST0000456748,Fresh
CUST0000506256,Mixed
CUST0000757709,Mixed
CUST0000456748,Fresh
CUST0000129617,Fresh
CUST0000576365,Fresh
CUST0000235926,Fresh
CUST0000456748,Mixed
CUST0000504972,Mixed
CUST0000217471,Fresh
CUST0000588777,Fresh
CUST0000235926,Mixed
CUST0000504972,Mixed
CUST0000235926,Mixed
CUST0000506256,Mixed
CUST0000504972,Fresh
CUST0000235926,Fresh
CUST0000504972,Fresh
CUST0000835544,Fresh
CUST0000588777,Fresh
CUST0000456748,Fresh
CUST0000440724,Fresh
CUST0000456748,Mixed
CUST0000454142,Fresh
CUST0000164858,Fresh
CUST0000454142,Fresh
CUST0000141388,Fresh
CUST0000857579,Fresh
CUST0000454142,Mixed
CUST0000999569,Fresh
CUST0000504972,Mixed
CUST0000576365,Fresh
CUST0000504972,Mixed
CUST0000578990,Mixed
CUST0000168903,Fresh
CUST0000578990,Fresh
CUST0000224455,Grocery
CUST0000662705,Fresh
CUST0000783207,Grocery
CUST0000877100,Fresh
CUST0000168903,Mixed
CUST0000353013,Fresh
CUST0000274437,Mixed
CUST0000353013,Fresh
CUST0000659998,Mixed
CUST0000900313,Mixed
CUST0000168903,Mixed
CUST0000822054,Fresh
CUST0000619131,Mixed
CUST0000783207,Grocery
CUST0000168903,Mixed
CUST0000235926,Fresh
CUST0000783207,Mixed
CUST0000578990,Fresh
CUST0000409759,Grocery
CUST0000578990,Mixed
CUST0000783207,Mixed
CUST0000578990,Mixed
CUST0000578990,Mixed
CUST0000168903,Mixed
CUST0000578990,Mixed
CUST0000578990,Fresh
CUST0000168903,Mixed
CUST0000783207,Mixed
CUST0000160825,Grocery
CUST0000168903,Mixed
CUST0000850885,Grocery
CUST0000193505,Fresh
CUST0000193505,Fresh
CUST0000160825,Mixed
CUST0000694010,Mixed
CUST0000872951,Fresh
CUST0000168903,Mixed
CUST0000168903,Mixed
CUST0000662705,Fresh
CUST0000168903,Mixed
CUST0000168903,Mixed
CUST0000409759,Mixed
CUST0000363160,Mixed
CUST0000578990,Fresh
CUST0000715467,Mixed
CUST0000783207,Mixed
CUST0000168903,Mixed
CUST0000404658,Mixed
CUST0000150023,Grocery
CUST0000822054,Fresh
CUST0000168903,Mixed
CUST0000578990,Mixed
CUST0000578990,Fresh
CUST0000159895,Fresh
CUST0000578990,Mixed
CUST0000409759,Mixed
CUST0000784520,Mixed
CUST0000578990,Mixed
CUST0000659998,Fresh
CUST0000578990,Fresh
CUST0000274437,Mixed
CUST0000822054,Fresh
CUST0000753320,Mixed
CUST0000783207,Mixed
CUST0000578990,Mixed
CUST0000023615,Fresh
CUST0000578990,Mixed
CUST0000578990,Fresh
CUST0000578990,Mixed
CUST0000156703,Mixed
CUST0000784520,Mixed
CUST0000235926,Fresh
CUST0000235926,Fresh
CUST0000822054,Fresh
CUST0000409759,Fresh
CUST0000716728,Fresh
CUST0000860569,Mixed
CUST0000709082,Fresh
CUST0000018686,Fresh
CUST0000514631,Fresh
CUST0000409759,Mixed
CUST0000409759,Fresh
CUST0000860569,Fresh
CUST0000409759,Fresh
CUST0000161376,Fresh
CUST0000633953,Fresh
CUST0000860569,Fresh
CUST0000352367,Mixed
CUST0000514631,Fresh
CUST0000018686,Fresh
CUST0000963941,Fresh
CUST0000888211,Mixed
CUST0000733743,Mixed
CUST0000040677,Mixed
CUST0000040677,Mixed
CUST0000040677,Mixed
CUST0000150023,Mixed
CUST0000728900,Fresh
CUST0000352367,Mixed
CUST0000822054,Fresh
CUST0000208832,Mixed
CUST0000040677,Mixed
CUST0000040677,Mixed
CUST0000040677,Mixed
CUST0000322687,Mixed
CUST0000558077,Mixed
CUST0000923669,Mixed
CUST0000738968,Fresh
CUST0000678022,Fresh
CUST0000704298,Fresh
CUST0000388470,Mixed
CUST0000918353,Fresh
CUST0000923669,Mixed
CUST0000040677,Mixed
CUST0000905906,Mixed
CUST0000125353,Grocery
CUST0000040677,Mixed
CUST0000723237,Mixed
CUST0000753320,Grocery
CUST0000659998,Fresh
CUST0000753320,Fresh
CUST0000876404,Fresh
CUST0000954823,Mixed
CUST0000410227,Mixed
CUST0000294014,Fresh
CUST0000131615,Mixed
CUST0000107974,Mixed
CUST0000923669,Mixed
CUST0000458224,Grocery
CUST0000753320,Grocery
CUST0000168903,Mixed
CUST0000478420,Fresh
CUST0000659998,Mixed
CUST0000040677,Mixed
CUST0000121881,Mixed
CUST0000711412,Fresh
CUST0000123053,Mixed
CUST0000813384,Fresh
CUST0000028555,Fresh
CUST0000723237,Mixed
CUST0000587700,Fresh
CUST0000439130,Fresh
CUST0000789571,Fresh
CUST0000659998,Mixed
CUST0000123217,Grocery
CUST0000370270,Fresh
CUST0000662705,Mixed
CUST0000478420,Mixed
CUST0000813384,Fresh
CUST0000246581,Mixed
CUST0000923669,Fresh
CUST0000753320,Grocery
CUST0000735368,Grocery
CUST0000131615,Mixed
CUST0000200083,Fresh
CUST0000048792,Grocery
CUST0000458224,Grocery
CUST0000876404,Fresh
CUST0000115504,Grocery
CUST0000474462,Grocery
CUST0000410227,Mixed
CUST0000121881,Mixed
CUST0000227510,Mixed
CUST0000659998,Mixed
CUST0000711412,Grocery
CUST0000753320,Grocery
CUST0000625441,Fresh
CUST0000115504,Grocery
CUST0000625441,Fresh
CUST0000931306,Mixed
CUST0000370270,Mixed
CUST0000439130,Mixed
CUST0000370270,Fresh
CUST0000439130,Mixed
CUST0000168903,Mixed
CUST0000876404,Fresh
CUST0000923669,Fresh
CUST0000484093,Mixed
CUST0000659998,Mixed
CUST0000620458,Fresh
CUST0000193165,Mixed
CUST0000193165,Mixed
CUST0000018686,Fresh
CUST0000193165,Mixed
CUST0000856965,Mixed
CUST0000829885,Fresh
CUST0000193165,Grocery
CUST0000404658,Grocery
CUST0000193165,Mixed
CUST0000193165,Mixed
CUST0000193165,Mixed
CUST0000123217,Fresh
CUST0000490365,Fresh
CUST0000340397,Mixed
CUST0000193165,Mixed
CUST0000972125,Mixed
CUST0000662705,Grocery
CUST0000193165,Fresh
CUST0000193165,Mixed
CUST0000018686,Fresh
CUST0000458117,Fresh
CUST0000778760,Fresh
CUST0000131615,Mixed
CUST0000174717,Fresh
CUST0000566071,Fresh
CUST0000193165,Fresh
CUST0000778760,Fresh
CUST0000699773,Mixed
CUST0000972125,Mixed
CUST0000207859,Mixed
CUST0000000369,Fresh
CUST0000193165,Mixed
CUST0000193165,Mixed
CUST0000888211,Mixed
CUST0000193165,Mixed
CUST0000193165,Fresh
CUST0000244251,Fresh
CUST0000193165,Mixed
CUST0000000369,Fresh
CUST0000943833,Mixed
CUST0000193165,Mixed
CUST0000490365,Mixed
CUST0000174717,Fresh
CUST0000193165,Mixed
CUST0000914541,Fresh
CUST0000316509,Mixed
CUST0000370053,Mixed
CUST0000065191,Mixed
CUST0000662705,Mixed
CUST0000301763,Mixed
CUST0000778654,Nonfood
CUST0000543233,Mixed
CUST0000662705,Mixed
CUST0000492294,Mixed
CUST0000678022,Mixed
CUST0000294014,Mixed
CUST0000294014,Mixed
CUST0000778654,Nonfood
CUST0000543233,Grocery
CUST0000089819,Fresh
CUST0000543233,Nonfood
CUST0000168903,Mixed
CUST0000915945,Fresh
CUST0000478420,Fresh
CUST0000089819,Fresh
CUST0000747393,Mixed
CUST0000600570,Grocery
CUST0000384410,Mixed
CUST0000011592,Grocery
CUST0000174352,Grocery
CUST0000125708,Mixed
CUST0000820635,Grocery
CUST0000370270,Fresh
CUST0000543233,Mixed
CUST0000740393,Grocery
CUST0000923669,Mixed
CUST0000246581,Fresh
CUST0000384410,Mixed
CUST0000174352,Grocery
CUST0000370270,Fresh
CUST0000889750,Nonfood
CUST0000174717,Mixed
CUST0000268918,Fresh
CUST0000627558,Fresh
CUST0000065191,Fresh
CUST0000139923,Fresh
CUST0000866895,Fresh
CUST0000156703,Fresh
CUST0000150023,Fresh
CUST0000789571,Fresh
CUST0000789571,Fresh
CUST0000778654,Fresh
CUST0000761352,Fresh
CUST0000761352,Fresh
CUST0000681701,Mixed
CUST0000125353,Fresh
CUST0000341493,Fresh
CUST0000562261,Mixed
CUST0000174717,Fresh
CUST0000866895,Fresh
CUST0000343413,Fresh
CUST0000735368,Fresh
CUST0000662705,Grocery
CUST0000860268,Fresh
CUST0000343413,Fresh
CUST0000627558,Fresh
CUST0000281049,Fresh
CUST0000702531,Fresh
CUST0000956717,Fresh
CUST0000866895,Fresh
CUST0000627558,Fresh
CUST0000193124,Fresh
CUST0000514631,Mixed
CUST0000139923,Fresh
CUST0000130313,Fresh
CUST0000627558,Mixed
CUST0000627558,Fresh
CUST0000789571,Fresh
CUST0000567318,Grocery
CUST0000139923,Fresh
CUST0000379100,Fresh
CUST0000923406,Mixed
CUST0000761352,Mixed
CUST0000761352,Fresh
CUST0000809233,Fresh
CUST0000900313,Fresh
CUST0000478420,Mixed
CUST0000619131,Mixed
CUST0000423155,Fresh
CUST0000043394,Fresh
CUST0000478420,Fresh
CUST0000627558,Fresh
CUST0000627558,Grocery
CUST0000627558,Fresh
CUST0000627558,Fresh
CUST0000789571,Grocery
CUST0000009859,Fresh
CUST0000627558,Fresh
CUST0000627558,Fresh
CUST0000037313,Fresh
CUST0000926230,Mixed
CUST0000679287,Fresh
CUST0000167331,Fresh
CUST0000619131,Grocery
CUST0000125353,Mixed
CUST0000849223,Fresh
CUST0000627558,Fresh
CUST0000169010,Fresh
CUST0000125353,Grocery
CUST0000761352,Fresh
CUST0000627558,Mixed
CUST0000048792,Fresh
CUST0000174717,Fresh
CUST0000662705,Mixed
CUST0000410227,Fresh
CUST0000619131,Fresh
CUST0000778654,Fresh
CUST0000009859,Fresh
CUST0000923406,Fresh
CUST0000193124,Fresh
CUST0000543233,Mixed
CUST0000761352,Fresh
CUST0000778654,Fresh
CUST0000265717,Fresh
CUST0000150023,Fresh
CUST0000125353,Fresh
CUST0000789571,Mixed
CUST0000864629,Fresh
CUST0000931442,Fresh
CUST0000783207,Mixed
CUST0000158306,Mixed
CUST0000887685,Fresh
CUST0000627558,Fresh
CUST0000703908,Fresh
CUST0000627558,Mixed
CUST0000761352,Fresh
CUST0000415481,Fresh
CUST0000627558,Fresh
CUST0000735368,Mixed
CUST0000478420,Fresh
CUST0000761352,Fresh
CUST0000662705,Mixed
CUST0000702531,Fresh
CUST0000395679,Fresh
CUST0000738968,Fresh
CUST0000723168,Fresh
CUST0000607180,Fresh
CUST0000627558,Fresh
CUST0000935934,Fresh
CUST0000644967,Fresh
CUST0000662705,Fresh
CUST0000923669,Mixed
CUST0000789571,Fresh
CUST0000125353,Fresh
CUST0000678022,Mixed
CUST0000627558,Fresh
CUST0000627558,Fresh
CUST0000774572,Mixed
CUST0000860268,Mixed
CUST0000735368,Fresh
CUST0000662705,Fresh
CUST0000438977,Fresh
CUST0000627558,Fresh
CUST0000933418,Grocery
CUST0000850885,Mixed
CUST0000761352,Fresh
CUST0000860268,Fresh
CUST0000627558,Fresh
CUST0000866895,Fresh
CUST0000343413,Fresh
CUST0000694010,Mixed
CUST0000619131,Fresh
CUST0000248812,Mixed
CUST0000124549,Fresh
CUST0000849223,Fresh
CUST0000514031,Fresh
CUST0000627558,Fresh
CUST0000627558,Fresh
CUST0000562261,Fresh
CUST0000478420,Fresh
CUST0000747393,Mixed
CUST0000486244,Mixed
CUST0000281049,Fresh
CUST0000735368,Fresh
CUST0000635118,Mixed
CUST0000478420,Mixed
CUST0000599230,Fresh
CUST0000862952,Mixed
CUST0000627558,Fresh
CUST0000193124,Fresh
CUST0000539844,Fresh
CUST0000627558,Fresh
CUST0000125353,Fresh
CUST0000486244,Grocery
CUST0000464409,Fresh
CUST0000130313,Fresh
CUST0000058332,Mixed
CUST0000627558,Fresh
CUST0000769635,Fresh
CUST0000849223,Fresh
CUST0000627558,Fresh
CUST0000311602,Fresh
CUST0000627558,Fresh
CUST0000627558,Fresh
CUST0000167331,Mixed
CUST0000761352,Fresh
CUST0000627558,Grocery
CUST0000923406,Fresh
CUST0000041050,Mixed
CUST0000627558,Fresh
CUST0000037313,Fresh
CUST0000514631,Fresh
CUST0000923406,Fresh
CUST0000478420,Fresh
CUST0000341493,Fresh
CUST0000761352,Mixed
CUST0000859490,Mixed
CUST0000792394,Fresh
CUST0000193124,Mixed
CUST0000931442,Nonfood
CUST0000406280,Fresh
CUST0000678022,Mixed
CUST0000156703,Fresh
CUST0000678022,Mixed
CUST0000627558,Fresh
CUST0000702531,Fresh
CUST0000662705,Mixed
CUST0000747393,Grocery
CUST0000702531,Mixed
CUST0000627558,Fresh
CUST0000678022,Fresh
CUST0000627558,Grocery
CUST0000478420,Fresh
CUST0000849223,Fresh
CUST0000735368,Fresh
CUST0000678022,Mixed
CUST0000860268,Fresh
CUST0000406280,Mixed
CUST0000627558,Fresh
CUST0000052603,Fresh
CUST0000423155,Fresh
CUST0000423155,Fresh
CUST0000423155,Fresh
CUST0000923406,Fresh
CUST0000678022,Fresh
CUST0000860268,Mixed
CUST0000043394,Fresh
CUST0000619131,Fresh
CUST0000343413,Fresh
CUST0000619131,Fresh
CUST0000125353,Mixed
CUST0000607180,Fresh
CUST0000678022,Fresh
CUST0000439130,Mixed
CUST0000445244,Fresh
